"sseqid","entrezgene_id","function","external_gene_name"
"AT1G18490",838430,"2-aminoethanethiol dioxygenase, putative (DUF1637) [Source:NCBI gene (formerly Entrezgene);Acc:838430]","AT1G18490"
"AT1G18530",838434,"EF hand calcium-binding protein family [Source:NCBI gene (formerly Entrezgene);Acc:838434]","AT1G18530"
"AT1G18540",838435,"Ribosomal protein L6 family protein [Source:NCBI gene (formerly Entrezgene);Acc:838435]","AT1G18540"
"AT1G18550",838436,"ATP binding microtubule motor family protein [Source:NCBI gene (formerly Entrezgene);Acc:838436]","AT1G18550"
"AT1G18560",838437,"BED zinc finger and hAT dimerization domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838437]","AT1G18560"
"AT1G18580",838439,"galacturonosyltransferase 11 [Source:NCBI gene (formerly Entrezgene);Acc:838439]","GAUT11"
"AT1G18600",838441,"RHOMBOID-like protein 12 [Source:NCBI gene (formerly Entrezgene);Acc:838441]","RBL12"
"AT1G18610",838442,"Galactose oxidase/kelch repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838442]","AT1G18610"
"AT1G18650",838446,"plasmodesmata callose-binding protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:838446]","PDCB3"
"AT1G18670",838448,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838448]","IBS1"
"AT1G18680",838449,"HNH endonuclease domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838449]","AT1G18680"
"AT1G18700",838451,"DNAJ heat shock N-terminal domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838451]","AT1G18700"
"AT1G18750",838457,"AGAMOUS-like 65 [Source:NCBI gene (formerly Entrezgene);Acc:838457]","AGL65"
"AT1G18800",838462,"NAP1-related protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:838462]","NRP2"
"AT1G18870",838468,"isochorismate synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:838468]","ICS2"
"AT1G18910",838472,"zinc ion binding protein [Source:NCBI gene (formerly Entrezgene);Acc:838472]","AT1G18910"
"AT1G18950",838476,"DDT domain superfamily [Source:NCBI gene (formerly Entrezgene);Acc:838476]","AT1G18950"
"AT1G18980",838479,"RmlC-like cupins superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838479]","AT1G18980"
"AT1G19025",838484,"DNA repair metallo-beta-lactamase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838484]","AT1G19025"
"AT1G19100",838492,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838492]","DMS11"
"AT1G19240",838507,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:838507]","AT1G19240"
"AT1G19270",838510,"DA1 [Source:NCBI gene (formerly Entrezgene);Acc:838510]","DA1"
"AT1G19290",838511,"Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838511]","AT1G19290"
"AT1G19300",838512,"Nucleotide-diphospho-sugar transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838512]","PARVUS"
"AT1G19310",838513,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838513]","AT1G19310"
"AT1G19330",838515,"histone deacetylase complex subunit [Source:NCBI gene (formerly Entrezgene);Acc:838515]","AT1G19330"
"AT1G19360",838519,"Nucleotide-diphospho-sugar transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838519]","RRA3"
"AT1G19400",838523,"Erythronate-4-phosphate dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838523]","AT1G19400"
"AT1G19440",838528,"3-ketoacyl-CoA synthase 4 [Source:NCBI gene (formerly Entrezgene);Acc:838528]","KCS4"
"AT1G19630",838550,"cytochrome P450, family 722, subfamily A, polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:838550]","CYP722A1"
"AT1G19835",838571,"filament-like protein (DUF869) [Source:NCBI gene (formerly Entrezgene);Acc:838571]","AT1G19835"
"AT1G19940",838583,"glycosyl hydrolase 9B5 [Source:NCBI gene (formerly Entrezgene);Acc:838583]","GH9B5"
"AT1G20020",838591,"ferredoxin-NADP[+]-oxidoreductase 2 [Source:NCBI gene (formerly Entrezgene);Acc:838591]","FNR2"
"AT1G20060",838594,"ATP binding microtubule motor family protein [Source:NCBI gene (formerly Entrezgene);Acc:838594]","AT1G20060"
"AT1G20080",838597,"Calcium-dependent lipid-binding (CaLB domain) family protein [Source:NCBI gene (formerly Entrezgene);Acc:838597]","SYTB"
"AT1G20110",838600,"RING/FYVE/PHD zinc finger superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838600]","AT1G20110"
"AT1G20140",838604,"SKP1-like 4 [Source:NCBI gene (formerly Entrezgene);Acc:838604]","SK4"
"AT1G20460",838634,"NADH-ubiquinone oxidoreductase chain [Source:NCBI gene (formerly Entrezgene);Acc:838634]","AT1G20460"
"AT1G20560",838644,"acyl activating enzyme 1 [Source:NCBI gene (formerly Entrezgene);Acc:838644]","AAE1"
"AT1G20823",838674,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838674]","AT1G20823"
"AT1G20880",838681,"RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:838681]","AT1G20880"
"AT1G20920",838685,"P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838685]","AT1G20920"
"AT1G20925",838686,"Auxin efflux carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:838686]","AT1G20925"
"AT1G21200",838715,"sequence-specific DNA binding transcription factor [Source:NCBI gene (formerly Entrezgene);Acc:838715]","AT1G21200"
"AT1G21850",838787,"SKU5 similar 8 [Source:NCBI gene (formerly Entrezgene);Acc:838787]","sks8"
"AT1G22310",838838,"methyl-CPG-binding domain 8 [Source:NCBI gene (formerly Entrezgene);Acc:838838]","MBD8"
"AT1G22340",838841,"UDP-glucosyl transferase 85A7 [Source:NCBI gene (formerly Entrezgene);Acc:838841]","UGT85A7"
"AT1G22360",838843,"UDP-glucosyl transferase 85A2 [Source:NCBI gene (formerly Entrezgene);Acc:838843]","UGT85A2"
"AT1G22380",838845,"UDP-glucosyl transferase 85A3 [Source:NCBI gene (formerly Entrezgene);Acc:838845]","UGT85A3"
"AT1G22440",838850,"Zinc-binding alcohol dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838850]","AT1G22440"
"AT1G22450",838851,"cytochrome C oxidase 6B [Source:NCBI gene (formerly Entrezgene);Acc:838851]","COX6B"
"AT1G22460",838852,"O-fucosyltransferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838852]","AT1G22460"
"AT1G22470",838853,"","AT1G22470"
"AT1G22640",838870,"myb domain protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:838870]","MYB3"
"AT1G22882",838894,"Galactose-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:838894]","AT1G22882"
"AT1G22900",838897,"Disease resistance-responsive (dirigent-like protein) family protein [Source:NCBI gene (formerly Entrezgene);Acc:838897]","AT1G22900"
"AT1G22930",838900,"T-complex protein 11 [Source:NCBI gene (formerly Entrezgene);Acc:838900]","AT1G22930"
"AT1G23030",838911,"ARM repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838911]","AT1G23030"
"AT1G23220",838931,"Dynein light chain type 1 family protein [Source:NCBI gene (formerly Entrezgene);Acc:838931]","AT1G23220"
"AT1G23320",838941,"tryptophan aminotransferase related 1 [Source:NCBI gene (formerly Entrezgene);Acc:838941]","TAR1"
"AT1G23340",838943,"carboxyl-terminal proteinase, putative (DUF239) [Source:NCBI gene (formerly Entrezgene);Acc:838943]","AT1G23340"
"AT1G23360",838945,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838945]","MENG"
"AT1G23390",838947,"Kelch repeat-containing F-box family protein [Source:NCBI gene (formerly Entrezgene);Acc:838947]","AT1G23390"
"AT1G23400",838948,"RNA-binding CRS1 / YhbY (CRM) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838948]","CAF2"
"AT1G23440",838952,"Peptidase C15, pyroglutamyl peptidase I-like protein [Source:NCBI gene (formerly Entrezgene);Acc:838952]","AT1G23440"
"AT1G23460",838954,"Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838954]","AT1G23460"
"AT1G23710",838981,"","AT1G23710"
"AT1G23740",838984,"Oxidoreductase, zinc-binding dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:838984]","AOR"
"AT1G23750",838985,"Nucleic acid-binding, OB-fold-like protein [Source:NCBI gene (formerly Entrezgene);Acc:838985]","AT1G23750"
"AT1G23760",838987,"BURP domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838987]","JP630"
"AT1G23780",838989,"F-box family protein [Source:NCBI gene (formerly Entrezgene);Acc:838989]","AT1G23780"
"AT1G23800",838991,"aldehyde dehydrogenase 2B7 [Source:NCBI gene (formerly Entrezgene);Acc:838991]","ALDH2B7"
"AT1G23820",838993,"spermidine synthase [Source:NCBI gene (formerly Entrezgene);Acc:838993]","SPDS1"
"AT1G23830",838994,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:838994]","AT1G23830"
"AT1G23840",838995,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:838995]","AT1G23840"
"AT1G23860",838997,"RS-containing zinc finger protein 21 [Source:NCBI gene (formerly Entrezgene);Acc:838997]","RSZ21"
"AT1G23870",838998,"trehalose-phosphatase/synthase 9 [Source:NCBI gene (formerly Entrezgene);Acc:838998]","TPS9"
"AT1G23980",839010,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839010]","AT1G23980"
"AT1G24020",839014,"MLP-like protein 423 [Source:NCBI gene (formerly Entrezgene);Acc:839014]","MLP423"
"AT1G24090",839020,"RNase H family protein [Source:NCBI gene (formerly Entrezgene);Acc:839020]","AT1G24090"
"AT1G24190",839032,"SIN3-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:839032]","SNL3"
"AT1G24260",839040,"K-box region and MADS-box transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:839040]","SEP3"
"AT1G24270",839043,"","AT1G24270"
"AT1G24340",839050,"FAD/NAD(P)-binding oxidoreductase family protein [Source:NCBI gene (formerly Entrezgene);Acc:839050]","EMB2421"
"AT1G24350",839051,"Acid phosphatase/vanadium-dependent haloperoxidase-related protein [Source:NCBI gene (formerly Entrezgene);Acc:839051]","AT1G24350"
"AT1G24360",839053,"NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839053]","AT1G24360"
"AT1G24400",839057,"lysine histidine transporter 2 [Source:NCBI gene (formerly Entrezgene);Acc:839057]","LHT2"
"AT1G24430",839059,"HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:839059]","AT1G24430"
"AT1G24440",839060,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839060]","AT1G24440"
"AT1G24460",839062,"TGN-related, localized SYP41 interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:839062]","TNO1"
"AT1G24480",839064,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839064]","AT1G24480"
"AT1G24530",NA,"",""
"AT1G24560",839070,"paramyosin [Source:NCBI gene (formerly Entrezgene);Acc:839070]","AT1G24560"
"AT1G24580",2745762,"RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:2745762]","AT1G24580"
"AT1G25260",839109,"Ribosomal protein L10 family protein [Source:NCBI gene (formerly Entrezgene);Acc:839109]","AT1G25260"
"AT1G25290",839113,"RHOMBOID-like protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:839113]","RBL10"
"AT1G25390",839125,"Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839125]","AT1G25390"
"AT1G25440",839130,"B-box type zinc finger protein with CCT domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839130]","BBX15"
"AT1G25550",839142,"myb-like transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:839142]","AT1G25550"
"AT1G26110",839152,"decapping 5 [Source:NCBI gene (formerly Entrezgene);Acc:839152]","DCP5"
"AT1G26190",839160,"Phosphoribulokinase / Uridine kinase family [Source:NCBI gene (formerly Entrezgene);Acc:839160]","AT1G26190"
"AT1G26355",6240366,"SPIRAL1-like1 [Source:NCBI gene (formerly Entrezgene);Acc:6240366]","SP1L1"
"AT1G26580",839198,"ELM2 domain protein [Source:NCBI gene (formerly Entrezgene);Acc:839198]","AT1G26580"
"AT1G26610",839201,"C2H2-like zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:839201]","AT1G26610"
"AT1G26630",839203,"Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein [Source:NCBI gene (formerly Entrezgene);Acc:839203]","FBR12"
"AT1G26730",839214,"EXS (ERD1/XPR1/SYG1) family protein [Source:NCBI gene (formerly Entrezgene);Acc:839214]","AT1G26730"
"AT1G26850",839229,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839229]","AT1G26850"
"AT1G26870",837796,"NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837796]","FEZ"
"AT1G26910",837036,"Ribosomal protein L16p/L10e family protein [Source:NCBI gene (formerly Entrezgene);Acc:837036]","RPL10B"
"AT1G27170",839606,"transmembrane receptors / ATP binding protein [Source:NCBI gene (formerly Entrezgene);Acc:839606]","AT1G27170"
"AT1G27180",839607,"disease resistance protein (TIR-NBS-LRR class) [Source:NCBI gene (formerly Entrezgene);Acc:839607]","AT1G27180"
"AT1G27290",839618,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:839618]","AT1G27290"
"AT1G27310",839620,"nuclear transport factor 2A [Source:NCBI gene (formerly Entrezgene);Acc:839620]","NTF2A"
"AT1G27320",839621,"histidine kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:839621]","HK3"
"AT1G27340",839623,"Galactose oxidase/kelch repeat superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839623]","LCR"
"AT1G27350",839624,"Ribosome associated membrane protein RAMP4 [Source:NCBI gene (formerly Entrezgene);Acc:839624]","AT1G27350"
"AT1G27390",839629,"translocase outer membrane 20-2 [Source:NCBI gene (formerly Entrezgene);Acc:839629]","TOM20-2"
"AT1G27400",839630,"Ribosomal protein L22p/L17e family protein [Source:NCBI gene (formerly Entrezgene);Acc:839630]","AT1G27400"
"AT1G27500",839641,"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839641]","KLCR3"
"AT1G27520",839643,"Glycosyl hydrolase family 47 protein [Source:NCBI gene (formerly Entrezgene);Acc:839643]","AT1G27520"
"AT1G27760",839669,"interferon-related developmental regulator family protein / IFRD protein family [Source:NCBI gene (formerly Entrezgene);Acc:839669]","SAT32"
"AT1G27850",839678,"RUN/FYVE domain protein [Source:NCBI gene (formerly Entrezgene);Acc:839678]","AT1G27850"
"AT1G27900",839683,"RNA helicase family protein [Source:NCBI gene (formerly Entrezgene);Acc:839683]","AT1G27900"
"AT1G27910",839684,"plant U-box 45 [Source:NCBI gene (formerly Entrezgene);Acc:839684]","PUB45"
"AT1G27930",839686,"glucuronoxylan 4-O-methyltransferase-like protein (DUF579) [Source:NCBI gene (formerly Entrezgene);Acc:839686]","AT1G27930"
"AT1G27970",839690,"nuclear transport factor 2B [Source:NCBI gene (formerly Entrezgene);Acc:839690]","NTF2B"
"AT1G28110",839704,"serine carboxypeptidase-like 45 [Source:NCBI gene (formerly Entrezgene);Acc:839704]","SCPL45"
"AT1G28210",839715,"DNAJ heat shock family protein [Source:NCBI gene (formerly Entrezgene);Acc:839715]","ATJ1"
"AT1G28490",839749,"syntaxin of plants 61 [Source:NCBI gene (formerly Entrezgene);Acc:839749]","SYP61"
"AT1G29420",839818,"SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:839818]","AT1G29420"
"AT1G29450",839821,"SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:839821]","AT1G29450"
"AT1G29500",839827,"SAUR-like auxin-responsive protein family [Source:NCBI gene (formerly Entrezgene);Acc:839827]","AT1G29500"
"AT1G29800",839858,"RING/FYVE/PHD-type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:839858]","AT1G29800"
"AT1G29880",839866,"glycyl-tRNA synthetase / glycine-tRNA ligase [Source:NCBI gene (formerly Entrezgene);Acc:839866]","AT1G29880"
"AT1G30230",839903,"translation elongation factor EF1B/ribosomal protein S6 family protein [Source:NCBI gene (formerly Entrezgene);Acc:839903]","eEF-1Bb1"
"AT1G30240",839904,"proline-, glutamic acid/leucine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:839904]","AT1G30240"
"AT1G30845",839968,"cell growth defect protein [Source:NCBI gene (formerly Entrezgene);Acc:839968]","AT1G30845"
"AT1G31130",839998,"polyadenylate-binding protein 1-B-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:839998]","AT1G31130"
"AT1G31690",840056,"Copper amine oxidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:840056]","AT1G31690"
"AT1G31830",840073,"Amino acid permease family protein [Source:NCBI gene (formerly Entrezgene);Acc:840073]","PUT2"
"AT1G32490",840143,"RNA helicase family protein [Source:NCBI gene (formerly Entrezgene);Acc:840143]","ESP3"
"AT1G32540",840148,"lsd one like 1 [Source:NCBI gene (formerly Entrezgene);Acc:840148]","LOL1"
"AT1G32580",840152,"plastid developmental protein DAG [Source:NCBI gene (formerly Entrezgene);Acc:840152]","AT1G32580"
"AT1G32750",840169,"HAC13 protein (HAC13) [Source:NCBI gene (formerly Entrezgene);Acc:840169]","HAF01"
"AT1G33320",840226,"Pyridoxal phosphate (PLP)-dependent transferases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840226]","AT1G33320"
"AT1G33420",840235,"RING/FYVE/PHD zinc finger superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840235]","AT1G33420"
"AT1G33440",840237,"Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840237]","AT1G33440"
"AT1G33540",840248,"serine carboxypeptidase-like 18 [Source:NCBI gene (formerly Entrezgene);Acc:840248]","scpl18"
"AT1G33980",840295,"Smg-4/UPF3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:840295]","UPF3"
"AT1G34150",840314,"Pseudouridine synthase family protein [Source:NCBI gene (formerly Entrezgene);Acc:840314]","AT1G34150"
"AT1G34320",840333,"Ikzf5 (DUF668) [Source:NCBI gene (formerly Entrezgene);Acc:840333]","AT1G34320"
"AT1G34370",840339,"C2H2 and C2HC zinc fingers superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:840339]","STOP1"
"AT1G34630",840367,"transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:840367]","AT1G34630"
"AT1G34670",840371,"myb domain protein 93 [Source:NCBI gene (formerly Entrezgene);Acc:840371]","MYB93"
"AT1G34750",840379,"Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:840379]","AT1G34750"
"AT1G35160",840403,"GF14 protein phi chain [Source:NCBI gene (formerly Entrezgene);Acc:840403]","GF14 PHI"
"AT1G35220",840411,"FAM91 carboxy-terminus protein [Source:NCBI gene (formerly Entrezgene);Acc:840411]","AT1G35220"
