qseqid	sseqid	pident	length	mismatch	evalue	bitscore
104414777	AT3G22600	62.195	82	31	6.75e-16	75.9
104414778	AT3G22600	62.195	82	31	1.95e-15	74.7
104414780	AT3G22590	61.813	364	126	2.11e-128	406
104414781	AT3G22600	74.39	82	21	1.69e-34	124
104414784	AT2G32020	51.402	107	46	4.31e-49	108
104414787	AT3G22560	65.455	165	55	3.78e-74	223
104414788	AT3G22550	40.956	293	123	3.71e-45	164
104414789	AT1G05430	24.342	152	101	1.35e-05	49.7
104414790	AT3G22530	69.643	112	30	8.49e-35	129
104414791	AT1G05410	48.454	194	89	5.46e-40	155
104414792	AT1G05410	56.391	133	58	8.62e-37	138
104414793	AT2G32090	55.696	79	33	3.1e-27	101
104414794	AT4G14850	64.612	503	178	0	690
104414796	AT2G32090	56.962	79	32	6.1e-27	103
104414797	AT3G22490	48.378	339	66	7.41e-83	256
104414798	AT4G14860	63.158	76	25	2.52e-14	71.6
104414799	AT3G22480	70.787	89	25	1.28e-41	124
104414800	AT4G14880	84.211	95	15	2.17e-53	166
104414803	AT4G03500	40.556	180	102	4.52e-31	131
104414804	AT4G03500	39.444	180	104	5.43e-29	126
104414805	AT4G03500	41.026	195	106	1.47e-32	135
104414812	AT5G18700	43.31	284	134	2.37e-48	153
104414814	AT4G14890	85.714	105	15	5.88e-60	188
104414815	AT3G22450	56.917	253	105	4.11e-81	260
104414816	AT2G34930	35.453	629	347	3.19e-77	266
104414817	AT3G22440	68.038	316	96	5.75e-131	413
104414818	AT4G14930	50	60	30	3.55e-11	67
104414819	AT3G22425	95	40	2	8.12e-17	83.2
104414820	AT3G22420	35.814	430	156	1.01e-117	214
104414821	AT4G14930	40.909	132	32	2.18e-20	95.1
104414823	AT1G29800	77.966	59	13	9.25e-21	99.4
104414824	AT1G72550	57.895	57	24	4.33e-15	81.3
104414825	AT4G30610	27.442	215	101	2.88e-29	93.2
104414827	AT1G27170	37.004	227	140	4.27e-41	164
104414828	AT5G17680	35.62	379	226	6.29e-59	226
104414829	AT1G69550	40	145	82	3.36e-26	68.9
104414831	AT3G24255	31.89	508	325	6.17e-65	234
104414833	AT4G25800	65.079	126	44	3.06e-44	164
104414836	AT1G27170	32.791	369	242	1.93e-52	204
104414837	AT1G27170	38.672	256	153	2.86e-46	137
104414839	AT1G27170	36.022	372	232	3.8e-52	202
104414842	AT1G05370	49.844	321	133	2.18e-76	260
104414843	AT5G06610	64.865	148	49	5.39e-64	200
104414844	AT2G32120	75.652	575	127	0	866
104414845	AT1G31690	59.901	202	75	3.01e-68	245
104414847	AT4G23160	35.8	419	248	3.03e-79	236
104414849	AT2G32150	42.64	197	40	3.57e-38	142
104414850	AT5G19530	43.373	166	27	3.45e-50	134
104414852	AT3G22400	69.767	258	77	0	392
104414854	AT4G14950	80.198	101	20	2.3e-47	174
104414855	AT3G22380	43.52	625	289	9.4e-49	192
104414856	AT5G26340	73.95	238	60	7.47e-115	375
104414857	AT5G26330	48.413	126	54	1.68e-28	113
104414861	AT4G19560	55.882	68	27	2.51e-10	66.2
104414862	AT3G14470	32.357	649	411	2.4e-83	288
104414863	AT5G26230	47.753	178	80	5.49e-16	76.6
104414864	AT3G05980	48.571	210	99	4.93e-44	153
104414865	AT3G05990	59.677	186	69	3.35e-60	216
104414866	AT5G13060	34.975	203	41	5.43e-43	100
104414867	AT1G47480	41.509	212	112	3.65e-50	177
104414868	AT1G47480	39.033	269	140	4.23e-47	172
104414869	AT5G19320	72.691	498	135	0	664
104414870	AT5G19300	49.524	105	16	1.12e-19	94.4
104414871	AT5G19180	84.81	79	12	2.69e-47	151
104414872	AT5G19210	64.557	79	28	1.5e-30	117
104414873	AT4G23160	40.816	294	163	2.01e-95	222
104414877	AT5G10730	80	30	6	1.34e-06	51.2
104414878	AT5G19160	76.866	134	31	6.36e-67	230
104414880	AT1G08970	72.455	167	37	9.14e-71	237
104414882	AT5G19140	56.067	239	25	3.7e-77	252
104414883	AT3G06130	64.706	68	19	4.29e-16	82.4
104414885	AT1G03220	38.889	432	211	6.87e-90	287
104414886	AT3G06110	51.515	66	31	1.18e-12	67.8
104414887	AT3G23610	69.048	42	13	9.2e-14	70.5
104414889	AT3G06120	52.941	170	70	1.29e-38	143
104414890	AT3G06130	76.744	43	10	1.86e-13	73.6
104414891	AT3G06140	60.588	170	58	3.65e-58	206
104414892	AT5G27690	62.963	27	10	0.000342	43.1
104414894	AT3G06130	50	46	23	2.44e-06	50.1
104414895	AT3G06130	54.902	51	22	2.71e-08	55.8
104414896	AT3G06145	50.685	146	55	9.32e-42	141
104414897	AT3G14470	32.189	699	413	2.35e-79	278
104414898	AT1G03260	74.419	43	11	1.45e-11	68.2
104414899	AT3G05320	65.604	439	136	0	565
104414900	AT5G19060	68.085	141	44	3.19e-172	214
104414901	AT5G19040	57.843	306	118	4.31e-113	338
104414902	AT3G06170	55	140	29	1.41e-32	132
104414903	AT2G48110	68.984	374	110	3.3e-129	442
104414904	AT3G23600	56.25	48	21	1.87e-10	62.8
104414905	AT3G23600	58	50	21	2.96e-11	65.5
104414906	AT3G58470	69.811	53	16	4.95e-19	88.2
104414907	AT3G23600	58	50	21	1.08e-10	63.5
104414908	AT3G23600	58	50	21	4.47e-11	64.7
104414909	AT3G23600	34.884	129	34	6.6e-13	70.1
104414910	AT3G23600	58	50	21	2.01e-11	65.9
104414911	AT5G18980	61.351	696	242	0	818
104414912	AT5G18980	58.295	880	292	0	923
104414913	AT5G18980	58.295	880	292	0	923
104414915	AT3G23600	52.381	63	27	5.71e-12	67.4
104414916	AT3G23600	50.794	63	28	1.79e-11	65.9
104414917	AT5G18980	61.351	696	240	0	795
104414926	AT3G06210	56.061	198	87	2.94e-167	194
104414929	AT5G18970	68.421	57	18	1.56e-17	80.9
104414931	AT4G02690	66.667	66	22	2.4e-33	97.8
104414932	AT4G13110	55.702	228	83	1.38e-58	206
104414933	AT5G18930	62.178	349	117	4.45e-141	411
104414934	AT3G06270	69.055	307	92	3.4e-141	437
104414935	AT3G06290	36.935	620	347	4.14e-108	379
104414936	AT4G03000	39.607	611	316	4.55e-85	293
104414937	AT4G15530	90	80	8	1.54e-58	157
104414939	AT4G15520	85.075	67	10	5.46e-39	120
104414940	AT3G21550	63.158	171	59	3.23e-75	229
104414941	AT3G21550	61.236	178	65	2.19e-69	214
104414942	AT3G21550	58.046	174	70	1.02e-62	196
104414944	AT4G15545	42.553	94	22	2.4e-12	70.5
104414945	AT5G18910	60.795	176	36	2.08e-73	209
104414946	AT3G14470	29.293	891	508	2.1e-83	292
104414947	AT5G18900	60.897	156	26	8.06e-54	191
104414948	AT5G39340	42.424	66	28	8.47e-08	51.2
104414949	AT5G39340	56.818	44	19	8.32e-10	58.5
104414950	AT5G18860	52.018	446	77	3.51e-130	433
104414951	AT5G18850	57.447	47	20	4.25e-08	50.8
104414952	AT5G18840	33.526	173	31	3.52e-32	71.6
104414954	AT5G18800	79.31	58	12	7.46e-25	101
104414955	AT5G18790	78.333	60	12	7.26e-26	93.6
104414956	AT4G15560	75.431	232	19	0	358
104414960	AT3G62450	71.429	35	10	3.44e-08	53.5
104414962	AT1G27170	37.709	358	217	1.89e-56	218
104414963	AT3G62450	73.171	41	11	4.56e-13	65.5
104414965	AT1G27170	35.294	306	190	5.34e-52	199
104414969	AT5G36930	36.164	365	228	2.35e-59	227
104414977	AT5G48870	92.857	42	3	9.11e-19	82.4
104414979	AT5G44510	44.538	119	65	6.22e-19	91.7
104414983	AT2G24840	74.419	43	11	6.41e-14	67.4
104414984	AT5G18760	62.097	124	45	3.35e-32	130
104414985	AT5G18750	40.365	986	456	0	622
104414986	AT2G36980	56.149	618	262	0	689
104414987	AT3G05860	41.346	104	60	3.76e-24	100
104414988	AT5G18700	55.755	669	217	0	632
104414991	AT1G17615	52.113	142	66	2.21e-39	149
104414995	AT1G27170	34.177	237	149	1.08e-50	137
104414997	AT3G31430	33.813	139	87	1.16e-16	82.4
104414998	AT3G11820	63.804	163	58	1.07e-57	202
104415007	AT5G18630	51.064	47	23	5.74e-12	52
104415012	AT5G18700	48.913	184	85	2.72e-48	130
104415024	AT5G18700	43.83	235	108	3.89e-46	137
104415025	AT5G18700	48.913	184	85	3.57e-47	130
104415026	AT2G35930	57.979	376	143	1.35e-131	388
104415031	AT5G51280	77.517	298	67	1.29e-145	470
104415032	AT1G08820	44.068	59	32	4.9e-11	44.7
104415033	AT3G06370	47.773	247	22	3.05e-68	196
104415035	AT2G47900	79.245	159	32	2.29e-71	245
104415036	AT5G18670	61.745	298	107	1.77e-143	327
104415037	AT1G54610	78.814	118	24	5.36e-100	199
104415038	AT4G15563	52.5	80	38	1.58e-19	88.2
104415039	AT3G06390	48.837	43	22	0.00046	42.7
104415041	AT5G18660	77.608	393	86	0	613
104415043	AT4G15640	72.549	51	14	6.44e-27	84.7
104415044	AT5G18640	69.643	56	16	4.09e-30	83.2
104415048	AT5G18640	64.444	45	15	3.44e-13	58.9
104415053	AT3G11840	42.857	448	205	6.65e-116	346
104415055	AT5G36930	37.726	387	233	1.39e-54	208
104415058	AT2G14080	29.008	131	78	4.54e-05	48.9
104415061	AT3G11840	43.177	447	202	1.42e-115	346
104415066	AT3G57380	56.071	280	98	2.28e-105	312
104415067	AT5G36930	36.842	380	220	1.68e-61	237
104415073	AT3G11670	74.691	162	40	7.67e-114	253
104415076	AT4G16860	45.588	68	31	5.25e-11	67.8
104415079	AT5G06360	93.103	58	4	1.87e-42	116
104415080	AT1G27180	29.67	273	132	7.22e-19	93.2
104415084	AT1G27170	37.304	319	181	4.76e-57	200
104415085	AT3G06400	72.464	138	7	5.37e-94	202
104415087	AT5G18630	54.464	112	20	2.48e-30	123
104415089	AT5G18610	72.222	378	52	2.66e-154	490
104415090	AT3G01610	63.462	208	66	1.05e-62	232
104415091	AT3G21460	76.699	103	24	2.95e-53	168
104415092	AT5G18600	76.699	103	24	6.11e-51	162
104415093	AT4G15680	68.889	90	28	6.15e-42	138
104415094	AT1G75700	32.394	71	48	4.2e-12	43.1
104415095	AT5G18590	55.833	120	15	1.03e-49	129
104415098	AT4G11650	70.044	227	61	1.34e-108	316
104415099	AT5G18580	65.441	136	10	2.64e-52	167
104415100	AT3G04490	56.41	78	33	1.17e-16	88.2
104415106	AT5G18550	45.355	183	56	4.65e-30	128
104415107	AT5G07900	38.855	332	200	1.77e-75	253
104415109	AT5G07900	38.393	336	205	4.51e-72	246
104415112	AT5G07900	35.714	336	216	7.25e-66	229
104415114	AT5G07900	38.855	332	201	1.91e-70	242
104415115	AT1G09020	54.962	131	33	3.26e-33	137
104415116	AT3G62900	71.93	57	16	2.38e-18	94
104415118	AT3G21420	65.753	219	47	5.08e-125	293
104415119	AT4G13420	39.583	336	168	1.03e-92	256
104415121	AT4G02570	79.71	69	14	8.35e-61	123
104415122	AT2G47820	48.496	266	119	2.23e-58	219
104415123	AT3G21400	62.222	90	34	1.96e-31	122
104415124	AT5G48970	58.333	72	30	1.27e-19	91.3
104415126	AT1G09070	52.344	128	50	1.13e-25	112
104415127	AT3G21390	71.831	71	20	1.09e-26	113
104415128	AT3G16510	50	128	63	1.24e-28	115
104415130	AT4G15780	80.328	61	11	3.14e-27	109
104415132	AT4G15780	72.131	61	16	1.56e-23	99
104415135	AT1G05250	44.444	261	136	7.84e-65	218
104415138	AT1G05250	44.444	261	136	7.32e-65	219
104415139	AT5G49030	80.208	96	19	1.87e-85	170
104415140	AT3G16630	93.671	79	5	2.56e-65	158
104415141	AT3G07560	61.538	78	28	4.97e-18	87
104415142	AT4G15830	51.923	156	38	9.15e-44	126
104415145	AT5G54160	63.462	104	38	4.12e-44	153
104415146	AT5G54160	58.333	120	46	1.68e-45	156
104415147	AT3G16640	54.472	123	26	1e-34	130
104415152	AT1G50650	31.081	148	97	3.39e-14	69.7
104415153	AT3G16650	87.931	58	7	3.31e-33	108
104415154	AT3G62830	61.326	181	50	1.02e-55	201
104415156	AT1G04170	86.869	99	13	1.01e-84	179
104415157	AT3G05560	78.689	61	13	3.23e-25	101
104415158	AT3G16660	53.061	98	44	2.46e-21	92
104415159	AT5G49100	42.958	142	54	2.8e-12	68.2
104415160	AT4G22730	54.785	303	110	6.87e-98	320
104415161	AT3G06860	56.693	254	39	2.11e-131	277
104415162	AT4G15930	86.111	36	5	1.62e-14	71.2
104415163	AT5G49120	46.97	66	34	3.14e-11	62
104415164	AT5G49130	63.057	471	167	8.47e-168	490
104415165	AT3G06850	53.179	173	37	2.4e-46	175
104415167	AT5G46860	85	40	6	1.5e-15	75.1
104415168	AT2G26740	69.811	159	45	2.59e-62	218
104415169	AT2G26740	69.828	116	34	5.1e-44	156
104415170	AT3G06840	41.765	170	67	5.29e-28	92.8
104415171	AT3G16720	38.961	77	32	6.88e-17	52
104415172	AT3G16730	34.591	318	141	1.1e-38	104
104415175	AT3G16770	68.085	94	15	3.84e-23	99
104415177	AT3G44350	66.304	92	30	4.52e-29	114
104415178	AT3G06780	56.863	51	17	2.69e-12	63.2
104415179	AT3G16785	51.667	180	65	2.49e-56	134
104415183	AT1G24020	31.579	95	54	7.65e-06	46.2
104415199	AT3G44350	65.217	92	31	5.59e-28	111
104415214	AT4G16120	69.69	452	132	0	636
104415216	AT3G06740	53.982	113	26	1.88e-20	89
104415217	AT4G16143	73.373	169	20	1.26e-96	249
104415218	AT4G16144	41.558	231	44	3.45e-37	147
104415219	AT1G56320	50	78	39	5.06e-23	96.7
104415220	AT2G36220	44.118	102	47	3.66e-11	50.8
104415221	AT3G16890	55.857	589	259	0	681
104415222	AT5G64130	52.778	36	15	1.42e-06	36.2
104415223	AT1G02640	56.319	364	123	0	429
104415224	AT3G16920	82.222	90	16	6.76e-63	160
104415225	AT3G16940	51.489	235	113	6.89e-73	261
104415226	AT1G02620	88.421	95	11	7.35e-44	155
104415227	AT3G06680	56.098	82	4	1.2e-19	81.6
104415228	AT5G49430	67.358	193	62	5.99e-77	287
104415229	AT5G24120	45.817	251	113	4.62e-48	181
104415230	AT3G62420	39.516	124	70	3.93e-15	72.8
104415231	AT3G17030	51.538	130	23	7e-25	113
104415232	AT3G66658	64	125	16	2.76e-39	157
104415233	AT1G22900	40.816	147	85	9.79e-33	120
104415234	AT3G06650	62.791	215	12	1.73e-69	247
104415235	AT1G67890	52.632	152	60	3.54e-71	160
104415236	AT3G06610	93.548	31	2	2.53e-10	59.7
104415238	AT4G16180	68.675	83	26	2.95e-30	131
104415239	AT5G49480	49.398	166	56	1.8e-38	134
104415243	AT1G47550	65.254	118	12	8.84e-38	157
104415244	AT3G17100	47.742	155	77	6.34e-23	97.4
104415245	AT2G47260	83.673	49	8	4.39e-19	90.1
104415246	AT3G06580	50.968	155	34	1.73e-35	143
104415247	AT3G17120	48.544	103	44	1.37e-13	71.6
104415249	AT3G17130	45.033	151	78	1.53e-34	125
104415254	AT5G49600	53.247	154	52	4.98e-43	144
104415255	AT1G09320	53.03	132	61	3.34e-33	136
104415256	AT3G17180	41.06	151	32	2.8e-49	93.2
104415258	AT5G23210	40	135	46	3.96e-41	98.6
104415259	AT3G17180	63.158	57	20	2.69e-26	81.3
104415260	AT3G06510	65.517	174	39	2.88e-91	226
104415262	AT5G49620	44.904	314	102	4e-52	184
104415263	AT5G49930	50.774	323	121	7.05e-80	290
104415264	AT5G30510	72.619	168	16	1.98e-68	237
104415265	AT5G30490	64.516	124	38	1.64e-36	138
104415266	AT1G48030	86.744	430	55	0	759
104415268	AT3G62260	62.145	317	113	7.46e-133	402
104415269	AT3G06440	57.732	97	41	3.74e-46	121
104415270	AT1G48090	53.81	210	55	2.23e-91	200
104415271	AT1G48100	83.974	156	25	3.43e-81	272
104415272	AT1G48100	69.62	158	48	2.99e-65	230
104415273	AT3G17300	73.529	34	9	5.69e-10	57.4
104415274	AT3G09640	80	25	5	1.98e-11	46.2
104415275	AT2G47160	82.243	107	19	1.35e-88	191
104415276	AT3G17310	48.522	406	188	7.17e-115	379
104415277	AT3G17330	50.379	264	71	2.18e-71	249
104415278	AT1G27970	42.424	99	49	1.2e-18	82
104415280	AT5G37360	60.465	43	17	1.46e-09	58.5
104415281	AT5G02280	86.364	66	9	1.08e-32	124
104415282	AT3G17340	49.776	223	110	8.97e-44	177
104415283	AT3G16520	46.187	459	216	5.03e-128	385
104415284	AT3G17360	42.757	428	237	1.22e-90	298
104415285	AT3G17365	70.588	51	14	6.66e-16	79.3
104415286	AT1G48170	73.913	23	6	2.03e-18	46.2
104415287	AT3G15580	68.889	45	14	7.23e-22	70.5
104415288	AT3G17390	92.308	234	18	0	408
104415289	AT2G37280	51.404	356	116	3.02e-104	367
104415290	AT2G47070	49.309	217	75	2.21e-50	194
104415291	AT1G56720	63.158	209	13	1.55e-75	261
104415293	AT3G17430	68.212	151	19	7.55e-57	202
104415294	AT3G17440	90.909	33	3	8.08e-11	64.3
104415295	AT3G06483	78.889	90	15	4.52e-39	150
104415296	AT3G17465	85.915	71	10	3.51e-32	129
104415297	AT3G17470	70.625	320	92	1.56e-144	447
104415299	AT3G05850	55.673	661	261	0	761
104415300	AT5G48960	85	60	9	3.48e-25	114
104415301	AT1G48280	72.131	61	17	2.84e-28	90.1
104415303	AT1G48300	50.538	93	42	7.34e-17	83.2
104415304	AT1G48310	60.417	96	9	4.93e-34	120
104415305	AT4G04460	33.047	233	77	1.58e-53	97.8
104415306	AT4G04450	92.308	39	3	4.06e-18	89.4
104415307	AT5G28050	70.115	87	22	3.33e-33	127
104415308	AT1G08530	48.889	45	23	0.000155	43.1
104415309	AT1G48320	81.538	65	12	6.38e-28	110
104415310	AT1G48320	75.714	70	17	6.21e-27	108
104415313	AT3G17600	54.762	84	26	1.26e-18	84
104415314	AT3G05900	53.226	62	28	8.03e-08	57.4
104415315	AT1G33440	46.97	264	137	4.04e-71	250
104415316	AT1G16250	59.686	191	77	7.41e-78	258
104415317	AT3G07530	41.017	295	110	5.67e-56	209
104415318	AT1G16250	73.626	182	48	1.71e-87	281
104415320	AT4G05200	41.597	238	130	1.56e-42	169
104415321	AT3G17611	63.019	265	95	4.12e-77	254
104415322	AT1G08530	42.105	133	24	1.96e-20	92.4
104415323	AT5G18310	69.444	36	11	1.2e-10	60.8
104415324	AT3G04160	41.975	405	207	3.25e-67	243
104415325	AT5G39130	66.484	182	61	3.73e-82	251
104415333	AT1G27320	58.824	119	43	1.51e-53	124
104415334	AT5G14230	38.971	136	63	8.7e-34	83.2
104415335	AT1G74970	87.255	102	13	1.8e-54	189
104415339	AT3G05950	66.667	186	60	1.39e-82	251
104415341	AT3G05950	67.01	97	32	1.17e-61	135
104415342	AT5G39160	66.667	180	60	6.82e-69	216
104415344	AT3G05950	57.895	247	74	1.58e-75	232
104415345	AT3G05950	55.869	213	64	2.15e-71	221
104415347	AT5G39130	59.031	227	63	3.97e-75	230
104415348	AT1G64790	42.821	397	131	6.89e-153	314
104415349	AT5G18460	66.667	207	35	1.32e-74	256
104415350	AT4G01070	35.021	237	100	2.44e-54	120
104415351	AT1G64780	75.641	312	67	0	433
104415352	AT5G32470	66.406	128	41	7.29e-46	177
104415353	AT1G27970	51.111	90	42	2.05e-18	80.9
104415354	AT5G18480	85.075	67	10	1.32e-27	120
104415355	AT3G04340	57.292	192	55	2.45e-94	206
104415356	AT1G08600	62.346	162	24	5.77e-88	189
104415357	AT3G04350	63.686	548	184	0	746
104415358	AT1G04520	37.238	239	127	2.43e-39	147
104415360	AT5G44040	39.412	170	92	1.03e-14	77.4
104415361	AT3G04470	77.881	538	92	0	813
104415362	AT5G28850	65.625	128	6	6.46e-40	153
104415363	AT1G10095	40.87	115	57	3.79e-14	75.9
104415364	AT3G04760	70.962	520	151	0	757
104415365	AT3G04490	52.846	123	20	1.05e-39	119
104415366	AT3G04500	72.222	72	18	2.18e-26	108
104415368	AT1G12740	31.392	309	145	5.15e-43	165
104415369	AT5G28490	92.8	125	9	5.06e-63	206
104415370	AT1G08630	77.419	155	35	4.46e-65	225
104415372	AT4G00100	87.5	48	6	3.07e-19	87.8
104415373	AT4G23500	65.939	229	76	5.71e-103	328
104415374	AT3G07040	33.73	673	407	5.16e-97	340
104415377	AT2G20410	35.602	191	37	1.43e-25	111
104415378	AT5G28500	57.143	378	147	2.43e-125	377
104415379	AT3G23240	52.153	209	68	4.02e-37	132
104415380	AT3G04560	60.645	155	28	5.12e-47	175
104415381	AT4G14465	59.932	292	95	1.29e-69	227
104415383	AT4G29090	28.256	453	284	9.4e-40	158
104415384	AT3G04580	61.46	589	220	0	675
104415386	AT5G28640	53.125	96	10	5.06e-19	86.3
104415387	AT1G06740	53.369	757	316	0	790
104415388	AT5G16360	46.602	103	49	1.33e-15	78.6
104415389	AT5G16360	39.375	160	77	4.27e-19	90.5
104415390	AT2G17220	36.97	165	59	4.79e-22	101
104415393	AT4G29090	37.5	136	85	9.69e-21	99
104415394	AT4G23160	42.697	89	50	1.22e-19	75.5
104415396	AT4G35600	28.205	195	67	1.12e-11	69.7
104415402	AT1G01590	47.451	255	93	2.43e-78	254
104415406	AT2G02800	37.975	79	34	1.03e-14	46.2
104415408	AT2G17220	63.636	99	35	2.21e-44	131
104415412	AT2G17220	55.455	110	49	6.2e-38	122
104415413	AT4G25640	70.673	208	61	1.94e-93	306
104415414	AT5G16360	29.496	139	56	1.71e-07	56.6
104415416	AT2G17220	42.222	135	33	2.67e-36	102
104415417	AT3G04610	75.581	86	14	5.27e-29	125
104415418	AT3G04650	65.854	82	15	1.54e-28	104
104415419	AT1G54460	45.679	81	42	3.64e-11	67
104415421	AT2G30620	80.645	62	12	5.34e-19	84.7
104415422	AT5G09510	98.795	83	1	1.26e-49	170
104415424	AT3G04710	84.483	58	9	2.61e-33	110
104415425	AT1G47530	79.508	122	25	8.58e-58	191
104415426	AT1G55190	48.667	150	77	1.44e-23	99
104415427	AT1G08780	72.727	88	24	1.5e-27	108
104415428	AT3G04720	56.79	81	35	1.33e-26	103
104415429	AT4G25610	36	225	53	3.9e-20	97.8
104415430	AT1G04250	62.791	86	16	5.26e-36	99.4
104415431	AT5G43700	67.143	70	22	4.94e-38	98.6
104415432	AT4G02590	64.935	77	26	7.48e-23	100
104415433	AT5G28840	88.321	137	16	3.58e-129	262
104415434	AT5G28830	55.963	109	34	6.88e-26	110
104415435	AT3G63380	63.91	931	320	0	1120
104415436	AT3G63380	62.727	990	347	0	1181
104415437	AT3G63380	63.27	893	310	0	1050
104415439	AT3G63380	66.901	568	181	0	798
104415440	AT1G65430	49.306	144	28	1.63e-40	149
104415441	AT3G12170	80.769	26	5	2.35e-12	47.4
104415446	AT2G34930	33.965	686	354	4.67e-54	206
104415447	AT1G60680	41.634	257	81	5.27e-75	191
104415448	AT1G60750	44.762	105	15	9.83e-42	89
104415454	AT1G60750	58.904	73	30	1.75e-33	88.2
104415456	AT5G52400	75.524	143	35	8.22e-57	207
104415457	AT1G60710	81.25	64	12	8.68e-31	109
104415458	AT5G49570	40.988	405	143	1.27e-56	212
104415459	AT5G49570	50.575	261	127	2.91e-53	189
104415460	AT4G14750	45.217	115	51	6.38e-16	81.3
104415461	AT3G04810	54.348	230	69	3.35e-50	190
104415462	AT5G28300	45	320	113	2.71e-65	231
104415464	AT3G22420	64.55	189	42	6.69e-143	234
104415465	AT1G54520	59.375	96	12	9.58e-23	103
104415466	AT5G28060	55.14	107	12	3.82e-28	110
104415467	AT1G54490	53.846	143	13	3.39e-81	140
104415468	AT1G54500	83.158	95	16	1.01e-54	178
104415469	AT4G14880	83.516	91	15	1.27e-55	162
104415470	AT4G14880	72.632	95	26	5.52e-47	146
104415471	AT3G22560	53.704	162	73	3.35e-59	190
104415473	AT2G43750	56.322	174	38	2.76e-64	169
104415474	AT2G43750	56.322	174	38	3.64e-64	172
104415476	AT5G27990	47.059	51	27	8.34e-08	53.9
104415477	AT3G22490	45.382	249	92	4.78e-34	130
104415478	AT1G05460	66.049	486	165	0	687
104415480	AT3G05100	76.786	224	52	1.77e-122	372
104415481	AT4G16680	57.692	52	22	9.05e-31	65.9
104415482	AT1G20920	76.063	894	203	0	1222
104415483	AT3G05090	62.59	139	48	5.25e-43	172
104415484	AT1G54570	53.503	157	69	2e-40	162
104415486	AT1G54570	60.938	128	48	1.95e-41	165
104415487	AT1G54570	65.354	127	42	1.99e-45	178
104415488	AT2G28380	84.146	82	13	2.28e-34	138
104415490	AT3G05060	86.047	172	24	7.31e-90	303
104415491	AT1G54610	85.047	107	16	8.61e-97	194
104415492	AT3G05040	63.314	169	62	6.33e-110	219
104415494	AT5G14105	80.952	42	8	3.05e-14	68.6
104415496	AT2G34970	55.2	125	52	2.38e-32	138
104415497	AT4G08630	76.744	43	10	2.05e-12	73.9
104415500	AT1G08820	42.105	114	43	8.63e-16	84.3
104415501	AT1G08830	50.562	89	12	1.76e-15	75.5
104415502	AT3G06350	65.546	119	41	4.94e-44	171
104415503	AT3G06350	63.846	130	45	1.9e-47	181
104415504	AT2G32910	35.816	282	97	1.89e-23	108
104415506	AT2G26430	74.038	104	20	7.47e-43	159
104415507	AT5G27290	52.555	137	26	3.13e-33	132
104415508	AT1G08880	94.595	74	4	1.85e-40	141
104415509	AT5G18860	52.85	193	52	1.94e-82	192
104415511	AT5G39340	58.696	46	19	6.34e-12	64.7
104415512	AT5G52020	58.046	174	66	5.22e-37	137
